URL,title,details
/Movie Scripts/Wall Street: Money Never Sleeps Script.html,Wall Street: Money Never Sleeps Script.,"{'writers': ['Allan Loeb'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'February 2009', 'release_date': 'September 2010'}"
/Movie Scripts/Wall-E Script.html,Wall-E Script.,"{'writers': ['Andrew Stanton', 'Pete Docter'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Romance', 'Sci-Fi'], 'script_date': None, 'release_date': 'June 2008'}"
/Movie Scripts/Wanted Script.html,Wanted Script.,"{'writers': ['Michael Brandt', 'Derek Haas'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Thriller'], 'script_date': 'December 2005', 'release_date': 'June 2008'}"
/Movie Scripts/War for the Planet of the Apes Script.html,War for the Planet of the Apes Script.,"{'writers': ['Mark Bomback', 'Matt Reeves'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Drama'], 'script_date': 'November 2015', 'release_date': 'July 2017'}"
/Movie Scripts/War Horse Script.html,War Horse Script.,"{'writers': ['Lee Hall', 'Richard Curtis'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'War'], 'script_date': None, 'release_date': 'December 2011'}"
/Movie Scripts/War of the Worlds Script.html,War of the Worlds Script.,"{'writers': ['Josh Friedman', 'David Koepp'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': 'June 2005'}"
/Movie Scripts/Warm Springs Script.html,Warm Springs Script.,"{'writers': ['Margaret Nagle'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Biography', 'Drama'], 'script_date': 'September 2004', 'release_date': 'April 2005'}"
/Movie Scripts/Warrior Script.html,Warrior Script.,"{'writers': [""Gavin O'Connor"", 'Anthony Tambakis', 'Cliff Dorfman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', ' Action', 'Drama'], 'script_date': None, 'release_date': 'September 2011'}"
/Movie Scripts/Watchmen Script.html,Watchmen Script.,"{'writers': ['David Hayter', 'Alex Tse'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Fantasy', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': 'March 2009'}"
/Movie Scripts/Water for Elephants Script.html,Water for Elephants Script.,"{'writers': ['Richard Lagravenese'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Romance'], 'script_date': 'April 2009', 'release_date': 'April 2011'}"
"/Movie Scripts/Way Back, The Script.html","Way Back, The Script.","{'writers': ['Peter Weir', 'Slavomir Rawicz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Drama'], 'script_date': 'January 2009', 'release_date': 'January 2011'}"
/Movie Scripts/We Own the Night Script.html,We Own the Night Script.,"{'writers': ['James Gray'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': None, 'release_date': 'October 2007'}"
/Movie Scripts/What About Bob%3f Script.html,What About Bob%3f Script.,"{'writers': ['Tom Schulman', 'Alvin Sargent', 'Laura Ziskin'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': None, 'release_date': 'May 1991'}"
/Movie Scripts/What Lies Beneath Script.html,What Lies Beneath Script.,"{'writers': ['Sarah Kernochan', 'Clark Gregg'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror.Mystery', 'Thriller', 'Drama'], 'script_date': 'June 1999', 'release_date': None}"
/Movie Scripts/When a Stranger Calls Script.html,When a Stranger Calls Script.,"{'writers': ['Steve Feke', 'Fred Walton'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Thriller'], 'script_date': None, 'release_date': 'October 1979'}"
/Movie Scripts/When Harry Met Sally Script.html,When Harry Met Sally Script.,"{'writers': ['Nora Ephron'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Romance'], 'script_date': None, 'release_date': None}"
/Movie Scripts/While She Was Out Script.html,While She Was Out Script.,"{'writers': ['Susan Montford', 'Edward Bryant'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Thriller'], 'script_date': 'December 2006', 'release_date': 'December 2008'}"
/Movie Scripts/Whiplash Script.html,Whiplash Script.,"{'writers': ['Damien Chazelle'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': None, 'release_date': 'January 2014'}"
"/Movie Scripts/Whistleblower, The Script.html","Whistleblower, The Script.","{'writers': ['Eilis Kirwan', 'Larysa Kondracki'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama', 'Thriller'], 'script_date': 'August 2007', 'release_date': 'August 2011'}"
/Movie Scripts/White Christmas Script.html,White Christmas Script.,"{'writers': ['Norman Krasna', 'Melvin Frank', 'Norman Panama'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Musical', 'Romance'], 'script_date': 'July 1953', 'release_date': None}"
/Movie Scripts/White Jazz Script.html,White Jazz Script.,"{'writers': ['Joe Carnahan', 'Matthew Michael Carnahan'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'September 2007', 'release_date': None}"
"/Movie Scripts/White Ribbon, The Script.html","White Ribbon, The Script.","{'writers': ['Michael Haneke'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Mystery'], 'script_date': None, 'release_date': 'December 2009'}"
/Movie Scripts/White Squall Script.html,White Squall Script.,"{'writers': ['Charles Gieg Jr', 'Felix Sutton', 'Todd Robinson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Drama'], 'script_date': 'October 1994', 'release_date': None}"
/Movie Scripts/Whiteout Script.html,Whiteout Script.,"{'writers': ['Jon Hoeber', 'Erich Hoeber', 'Greg Rucka'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'December 2006', 'release_date': 'September 2009'}"
/Movie Scripts/Who Framed Roger Rabbit%3f Script.html,Who Framed Roger Rabbit%3f Script.,"{'writers': ['Jeffrey Price', 'Peter S. Seaman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Thriller'], 'script_date': 'September 1986', 'release_date': None}"
/Movie Scripts/Who's Your Daddy Script.html,Who's Your Daddy Script.,"{'writers': ['Maria Veltre Druse', 'Jack Sekowski'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': None, 'release_date': 'January 2005'}"
/Movie Scripts/Wicked Script.html,Wicked Script.,"{'writers': ['Winnie Holzman', 'Dana Fox', 'Gregory Maguire'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Fantasy', 'Musical', 'Romance'], 'script_date': None, 'release_date': 'November 2024'}"
/Movie Scripts/Wild At Heart Script.html,Wild At Heart Script.,"{'writers': ['David Lynch'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Romance', 'Thriller'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Wild Bunch, The Script.html","Wild Bunch, The Script.","{'writers': ['Walon Green', 'Sam Peckinpah'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Western'], 'script_date': 'February 1968', 'release_date': 'June 1969'}"
/Movie Scripts/Wild Hogs Script.html,Wild Hogs Script.,"{'writers': ['Brad Copeland'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Comedy'], 'script_date': 'July 2005', 'release_date': 'March 2007'}"
/Movie Scripts/Wild Things Script.html,Wild Things Script.,"{'writers': ['Stephen Peters', 'Kem Nunn'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama'], 'script_date': 'January 1997', 'release_date': None}"
/Movie Scripts/Wild Things: Diamonds in the Rough Script.html,Wild Things: Diamonds in the Rough Script.,"{'writers': ['Andy Hurst', 'Ross Helford'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Drama', 'Mystery', 'Thriller'], 'script_date': 'February 2004', 'release_date': 'February 2005'}"
/Movie Scripts/Wild Wild West Script.html,Wild Wild West Script.,"{'writers': ['S. S. Wilson', 'Brent Maddock', 'Jeffrey Price', 'Peter S. Seaman', 'Jim Thomas', 'John Thomas'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Comedy', 'Sci-Fi', 'Western'], 'script_date': 'May 1998', 'release_date': None}"
/Movie Scripts/Willow Script.html,Willow Script.,"{'writers': ['George Lucas', 'Bob Dolman'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Comedy', 'Fantasy'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Win Win Script.html,Win Win Script.,"{'writers': ['Tom McCarthy'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': 'March 2011'}"
/Movie Scripts/Wind Chill Script.html,Wind Chill Script.,"{'writers': ['Joseph Gangemi', 'Steven Katz'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Horror', 'Thriller'], 'script_date': None, 'release_date': 'April 2007'}"
/Movie Scripts/Withnail and I Script.html,Withnail and I Script.,"{'writers': ['Bruce Robinson'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Witness Script.html,Witness Script.,"{'writers': ['Earl W. Wallace', 'Pamela Wallace', 'William Kelley'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Crime', 'Drama', 'Romance', 'Thriller'], 'script_date': None, 'release_date': None}"
"/Movie Scripts/Wizard of Oz, The Script.html","Wizard of Oz, The Script.","{'writers': ['Noel Langley', 'Florence Ryerson', 'Edgar Allen Woolf'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Adventure', 'Family', 'Fantasy', 'Musical'], 'script_date': 'March 1939', 'release_date': None}"
"/Movie Scripts/Wolf of Wall Street, The Script.html","Wolf of Wall Street, The Script.","{'writers': ['Terence Winter', 'Jordan Belfort'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Crime'], 'script_date': 'March 2013', 'release_date': 'December 2013'}"
/Movie Scripts/Wonder Boys Script.html,Wonder Boys Script.,"{'writers': ['Steven Kloves'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Comedy', 'Drama'], 'script_date': None, 'release_date': None}"
/Movie Scripts/Wonder Woman Script.html,Wonder Woman Script.,"{'writers': ['Allan Heinberg', 'Zack Snyder', 'Jason Fuchs'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Fantasy'], 'script_date': None, 'release_date': 'June 2017'}"
/Movie Scripts/Wonka Script.html,Wonka Script.,"{'writers': ['Paul King', 'Simon Farnaby', 'Paul King', 'Roald Dahl'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Fantasy', 'Adventure', 'Family', 'Musical'], 'script_date': None, 'release_date': 'December 2023'}"
"/Movie Scripts/Woodsman, The Script.html","Woodsman, The Script.","{'writers': ['Steven Fechter', 'Nicole Kassell'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'July 2002', 'release_date': 'December 2004'}"
"/Movie Scripts/World is not Enough, The Script.html","World is not Enough, The Script.","{'writers': ['Neal Purvis', 'Robert Wade', 'Bruce Feirstein', 'Ian Fleming'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Thriller', 'Adventure'], 'script_date': 'December 1999', 'release_date': None}"
"/Movie Scripts/Wrestler, The Script.html","Wrestler, The Script.","{'writers': ['Rob Siegel'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Drama'], 'script_date': 'October 2007', 'release_date': 'January 2009'}"
"/Movie Scripts/X-Files: Fight the Future, The Script.html","X-Files: Fight the Future, The Script.","{'writers': ['Chris Carter'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi', 'Thriller'], 'script_date': 'June 1997', 'release_date': None}"
/Movie Scripts/X-Men Script.html,X-Men Script.,"{'writers': ['Ed Solomon', 'Christopher McQuarrie', 'Tom DeSanto', 'Bryan Singer'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Sci-Fi'], 'script_date': 'February 1999', 'release_date': None}"
/Movie Scripts/X-Men Origins: Wolverine Script.html,X-Men Origins: Wolverine Script.,"{'writers': ['David Benioff', 'Skip Woods'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Fantasy', 'Sci-Fi', 'Thriller'], 'script_date': None, 'release_date': 'May 2009'}"
/Movie Scripts/xXx Script.html,xXx Script.,"{'writers': ['Rich Wilkes'], 'genres': ['Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Drama', 'Family', 'Fantasy', 'Film-Noir', 'Horror', 'Musical', 'Mystery', 'Romance', 'Sci-Fi', 'Short', 'Thriller', 'War', 'Western', 'Action', 'Adventure', 'Thriller'], 'script_date': 'August 2001', 'release_date': None}"
